,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
1613,54,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
1614,26,private,bachelors,13,never-married,adm-clerical,own-child,white,male,0,0,30,united-states,<=50k
1615,60,private,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
1616,46,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,99999,0,60,united-states,>50k
1617,26,private,some-college,10,married-civ-spouse,exec-managerial,wife,white,female,0,0,35,united-states,<=50k
1618,32,private,11th,7,never-married,craft-repair,other-relative,white,male,0,0,40,united-states,<=50k
1619,38,local-gov,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
1620,48,self-emp-not-inc,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,70,united-states,>50k
1621,44,self-emp-not-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,1977,45,united-states,>50k
1622,37,private,hs-grad,9,never-married,other-service,own-child,asian-pac-islander,female,0,0,40,philippines,<=50k
1623,44,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
1624,31,private,hs-grad,9,never-married,other-service,not-in-family,other,female,0,0,35,united-states,<=50k
1625,61,self-emp-not-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,35,united-states,>50k
1626,51,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
1627,52,private,bachelors,13,married-civ-spouse,sales,wife,white,female,15024,0,60,united-states,>50k
1628,45,private,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,1740,40,united-states,<=50k
1630,39,private,11th,7,married-civ-spouse,other-service,husband,white,male,2407,0,70,mexico,<=50k
1631,67,local-gov,hs-grad,9,divorced,other-service,not-in-family,white,female,0,0,24,united-states,<=50k
1632,40,state-gov,assoc-acdm,12,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k
1633,27,private,5th-6th,3,never-married,farming-fishing,not-in-family,white,male,0,0,35,mexico,<=50k
1634,37,private,1st-4th,2,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,mexico,<=50k
1635,57,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
1636,27,private,10th,6,divorced,other-service,not-in-family,white,female,0,0,40,united-states,<=50k
1637,28,private,hs-grad,9,never-married,sales,not-in-family,white,female,2202,0,48,united-states,<=50k
1638,34,self-emp-inc,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,>50k
1639,54,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,5178,0,50,united-states,>50k
1640,52,private,hs-grad,9,divorced,other-service,other-relative,black,female,0,0,38,united-states,<=50k
1641,42,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50k
1642,48,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,15024,0,40,united-states,>50k
1643,65,state-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,6514,0,35,united-states,>50k
1644,55,self-emp-not-inc,prof-school,15,married-civ-spouse,prof-specialty,wife,white,female,0,0,10,united-states,<=50k
1645,71,self-emp-inc,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,20,united-states,>50k
1646,33,private,some-college,10,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,<=50k
1647,30,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
1648,35,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50k
1649,59,private,10th,6,divorced,adm-clerical,not-in-family,black,female,0,0,40,united-states,<=50k
1650,19,private,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,20,united-states,<=50k
1651,36,self-emp-not-inc,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,30,united-states,<=50k
1652,26,self-emp-not-inc,hs-grad,9,never-married,sales,own-child,white,male,0,0,40,united-states,<=50k
1653,34,local-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k
1654,41,private,hs-grad,9,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,>50k
1655,44,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,15024,0,50,italy,>50k
1657,47,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,48,united-states,<=50k
1658,18,private,some-college,10,never-married,sales,own-child,white,male,0,0,16,united-states,<=50k
1659,55,self-emp-not-inc,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,18,united-states,<=50k
1660,49,local-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,2002,40,united-states,<=50k
1661,44,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
1662,43,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k
1663,62,private,7th-8th,4,married-civ-spouse,protective-serv,husband,white,male,0,0,40,cuba,<=50k
1664,44,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,40,united-states,<=50k
1666,50,self-emp-inc,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,>50k
1667,35,private,11th,7,never-married,sales,not-in-family,white,male,0,0,45,united-states,<=50k
1668,52,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
1669,46,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,>50k
1670,44,private,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,7688,0,40,united-states,>50k
1671,43,private,some-college,10,never-married,exec-managerial,unmarried,white,male,0,0,50,united-states,<=50k
1672,51,private,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,2961,0,40,united-states,<=50k
1673,20,private,some-college,10,never-married,sales,own-child,white,male,0,0,20,united-states,<=50k
1674,47,private,assoc-acdm,12,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,italy,>50k
1675,43,private,masters,14,divorced,exec-managerial,unmarried,white,male,0,0,50,united-states,<=50k
1677,24,private,some-college,10,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
1678,27,federal-gov,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k
1679,32,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
1680,37,private,hs-grad,9,divorced,other-service,unmarried,white,female,0,0,12,united-states,<=50k
1681,26,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,60,united-states,<=50k
1682,43,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,99999,0,60,united-states,>50k
1683,50,private,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,<=50k
1684,20,self-emp-not-inc,hs-grad,9,never-married,transport-moving,own-child,white,male,0,0,80,united-states,<=50k
1685,37,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,1902,45,united-states,>50k
1686,43,private,hs-grad,9,never-married,other-service,not-in-family,black,female,0,0,45,united-states,<=50k
1687,37,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,1887,50,united-states,>50k
1688,53,private,9th,5,divorced,other-service,not-in-family,white,female,0,0,36,canada,<=50k
1689,44,private,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
1690,25,private,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50k
1691,17,private,11th,7,never-married,adm-clerical,own-child,white,female,1055,0,20,united-states,<=50k
1692,19,private,hs-grad,9,never-married,sales,own-child,white,male,0,0,50,united-states,<=50k
1693,53,state-gov,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,15024,0,40,united-states,>50k
1694,44,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50k
1695,51,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,1902,40,united-states,>50k
1696,49,private,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,0,0,43,united-states,<=50k
1697,35,private,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
1698,44,private,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,45,united-states,<=50k
1699,54,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,<=50k
1700,37,private,some-college,10,divorced,adm-clerical,unmarried,black,female,0,0,35,united-states,<=50k
1701,18,private,some-college,10,never-married,other-service,own-child,white,female,0,0,15,united-states,<=50k
1702,24,private,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
1703,29,private,hs-grad,9,divorced,craft-repair,not-in-family,white,female,0,0,50,united-states,<=50k
1705,35,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
1706,56,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,48,united-states,>50k
1708,24,private,bachelors,13,never-married,machine-op-inspct,not-in-family,asian-pac-islander,male,0,0,45,china,<=50k
1709,43,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1902,40,united-states,>50k
1710,73,private,hs-grad,9,widowed,sales,other-relative,white,female,0,0,15,united-states,<=50k
1712,49,private,12th,8,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,39,united-states,<=50k
1713,38,private,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k
1714,31,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,<=50k
1715,39,private,some-college,10,divorced,adm-clerical,unmarried,amer-indian-eskimo,female,0,0,40,united-states,<=50k
1716,42,private,bachelors,13,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
1717,41,private,masters,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,45,china,>50k
1718,35,private,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,>50k
1719,38,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,<=50k
1720,31,private,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
1721,51,local-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,70,united-states,<=50k
1722,38,private,bachelors,13,divorced,sales,not-in-family,white,male,0,0,48,united-states,>50k
1723,40,local-gov,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,42,united-states,>50k
1724,21,private,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,30,united-states,<=50k
1725,44,private,some-college,10,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
1726,55,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
1727,29,private,hs-grad,9,divorced,sales,not-in-family,white,male,0,0,45,united-states,<=50k
1728,49,private,masters,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,50,united-states,>50k
1729,31,private,assoc-voc,11,married-civ-spouse,other-service,husband,white,male,0,0,42,united-states,<=50k
1730,24,private,masters,14,never-married,exec-managerial,own-child,white,male,6849,0,90,united-states,<=50k
1731,46,private,some-college,10,never-married,exec-managerial,not-in-family,black,male,0,0,40,united-states,<=50k
1732,26,private,hs-grad,9,never-married,sales,not-in-family,black,male,0,0,40,united-states,<=50k
1733,35,private,bachelors,13,never-married,other-service,not-in-family,white,male,0,0,38,united-states,<=50k
1734,27,private,assoc-voc,11,never-married,sales,not-in-family,white,male,0,0,50,united-states,<=50k
1735,64,self-emp-not-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,15024,0,35,united-states,>50k
1736,26,private,bachelors,13,never-married,craft-repair,other-relative,white,male,0,0,40,united-states,<=50k
1737,21,private,hs-grad,9,never-married,other-service,not-in-family,white,female,0,1719,16,united-states,<=50k
1739,57,local-gov,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,72,united-states,<=50k
1740,30,private,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k
1741,45,private,11th,7,married-civ-spouse,other-service,wife,white,female,0,0,32,united-states,<=50k
1742,50,private,7th-8th,4,divorced,craft-repair,not-in-family,white,female,0,0,30,united-states,<=50k
1743,38,private,bachelors,13,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
1744,43,self-emp-not-inc,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,<=50k
1745,42,private,some-college,10,widowed,exec-managerial,not-in-family,white,female,0,0,55,united-states,<=50k
1746,32,private,bachelors,13,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,<=50k
1747,20,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
1748,27,private,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,35,united-states,<=50k
1749,45,private,11th,7,widowed,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
1750,40,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k
1751,38,private,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,60,united-states,<=50k
1752,37,private,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
1753,60,private,10th,6,divorced,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k
1754,53,self-emp-not-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,black,male,0,0,45,united-states,>50k
1755,25,private,bachelors,13,married-civ-spouse,exec-managerial,own-child,white,female,0,0,40,united-states,<=50k
1756,47,self-emp-not-inc,bachelors,13,divorced,exec-managerial,not-in-family,asian-pac-islander,male,0,0,60,japan,<=50k
1757,40,self-emp-not-inc,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,0,0,70,united-states,<=50k
1759,19,private,some-college,10,never-married,other-service,own-child,white,female,0,0,10,united-states,<=50k
1760,42,private,some-college,10,married-civ-spouse,prof-specialty,wife,white,female,0,0,50,united-states,>50k
1762,41,private,bachelors,13,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
1763,28,private,10th,6,never-married,machine-op-inspct,own-child,black,male,0,0,45,united-states,<=50k
1764,46,private,masters,14,divorced,exec-managerial,not-in-family,white,female,27828,0,50,united-states,>50k
1765,49,private,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,99999,0,20,united-states,>50k
1766,24,private,hs-grad,9,never-married,handlers-cleaners,other-relative,black,male,0,0,40,united-states,<=50k
1767,32,private,11th,7,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
1768,71,private,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,6767,0,20,united-states,<=50k
1769,26,private,some-college,10,married-civ-spouse,tech-support,husband,white,male,3103,0,40,united-states,>50k
1770,29,private,hs-grad,9,married-spouse-absent,protective-serv,not-in-family,white,male,0,0,40,united-states,<=50k
1771,50,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,99999,0,50,united-states,>50k
